-0.00059500,-0.02316900,0.78483800,0.01603100,-0.01940900,0.69573200,0.71786000,0.07040600,0.03139300,0.08694000,0.13519100,-0.17595900,-0.06309400,0.06368900,-0.01338500,0.01317800,0.16115400,-0.17892600,0.05419900,-0.00825200,-0.02137500,0.12568000,-0.04877500,0.17335600,-0.60181900,1.00307500,0.23165400,0.09473500,-0.03891600,-0.10435900,-0.12872900,0.84742800,1.07881500,-0.05062300,0.09578300,0.13101500
-0.00041800,-0.02347200,0.78483000,0.01644200,-0.01984100,0.69566000,0.71790900,0.07135300,0.03181700,0.08737600,0.13539000,-0.17605600,-0.06361600,0.06421300,-0.01301700,0.01358600,0.16211900,-0.17911700,0.05326000,-0.00781900,-0.02111700,0.12643300,-0.04994600,0.17321600,-0.60093400,1.00020500,0.23413600,0.09550800,-0.04173500,-0.10547000,-0.12798200,0.84864800,1.07979700,-0.05175200,0.09606100,0.13104700
0.00001900,-0.02369900,0.78488400,0.01668000,-0.02009700,0.69594000,0.71762500,0.07143900,0.03236200,0.08652800,0.13572200,-0.17592900,-0.06408900,0.06499100,-0.01252200,0.01247500,0.16184300,-0.17943000,0.05290900,-0.00835300,-0.02111400,0.12660300,-0.05095600,0.17290100,-0.60033100,0.99713100,0.23308100,0.09768700,-0.04103900,-0.10650600,-0.12765800,0.84958400,1.07976500,-0.05190200,0.09635900,0.13027300
0.00037300,-0.02400000,0.78489300,0.01726700,-0.02052700,0.69591200,0.71762600,0.07232000,0.03266200,0.08655700,0.13644500,-0.17591200,-0.06389400,0.06604100,-0.01218800,0.01263400,0.16205100,-0.17950300,0.05296800,-0.00783500,-0.02136900,0.12774600,-0.05235100,0.17221900,-0.60058600,0.99604800,0.23488700,0.09586400,-0.04189800,-0.10817900,-0.12725200,0.84938600,1.07990000,-0.05229300,0.09726100,0.13112000
0.00080600,-0.02434600,0.78490300,0.01754500,-0.02081200,0.69649800,0.71704200,0.07241600,0.03305000,0.08458100,0.13634200,-0.17535400,-0.06519200,0.06698800,-0.01177600,0.01092800,0.16174900,-0.17980800,0.05244200,-0.00847100,-0.02140500,0.12819700,-0.05396700,0.17138500,-0.60187100,0.99547100,0.23326200,0.09553800,-0.04051300,-0.10968900,-0.12688700,0.85094300,1.08069800,-0.05330800,0.09613400,0.13094900
0.00112000,-0.02481000,0.78492500,0.01835200,-0.02177300,0.69621700,0.71726600,0.07417000,0.03402200,0.08510100,0.13762100,-0.17568900,-0.06542000,0.06824200,-0.01072500,0.01197400,0.16327200,-0.17978700,0.05107400,-0.00656100,-0.02128400,0.13100200,-0.05474800,0.17077500,-0.60087200,0.99474900,0.23122000,0.09515300,-0.03868600,-0.11164100,-0.12682300,0.85096300,1.08059400,-0.05438900,0.09575600,0.13270400
0.00164600,-0.02511400,0.78492200,0.01910900,-0.02240100,0.69629700,0.71714900,0.07563300,0.03448900,0.08484100,0.13822900,-0.17571700,-0.06585100,0.07001700,-0.01024100,0.01166600,0.16349300,-0.18013700,0.05083200,-0.00597900,-0.02181900,0.13278600,-0.05473700,0.17005000,-0.60066200,0.99495600,0.23558000,0.09525700,-0.04085700,-0.11243700,-0.12672800,0.84996300,1.08073800,-0.05372500,0.09432200,0.13391000
0.00213500,-0.02538700,0.78496300,0.01959300,-0.02284200,0.69668400,0.71674600,0.07627300,0.03502300,0.08335600,0.13869100,-0.17572700,-0.06668300,0.07120300,-0.00973700,0.01025300,0.16394900,-0.18086000,0.04957800,-0.00595600,-0.02227000,0.13405800,-0.05441900,0.16962900,-0.60094400,0.99535500,0.23025600,0.09651700,-0.03860500,-0.11298300,-0.12659600,0.84947200,1.08046100,-0.05549500,0.09464300,0.13475400
0.00268200,-0.02570200,0.78500300,0.01975600,-0.02275600,0.69703400,0.71640400,0.07527300,0.03534400,0.08225400,0.13966100,-0.17509000,-0.06634400,0.07085800,-0.00922500,0.01011200,0.16425800,-0.18058200,0.04897200,-0.00459200,-0.02313600,0.13399500,-0.05383800,0.16944400,-0.60067000,0.99678700,0.22961800,0.09720400,-0.04060900,-0.11217100,-0.12648800,0.84982600,1.07984000,-0.05757500,0.09422500,0.13366400
0.00324900,-0.02603100,0.78503200,0.01999000,-0.02304100,0.69736700,0.71606500,0.07522100,0.03612100,0.08085800,0.14005000,-0.17518900,-0.06724500,0.07110700,-0.00841200,0.00882300,0.16486400,-0.18056100,0.04728600,-0.00448900,-0.02360300,0.13534700,-0.05324500,0.16926300,-0.59886700,0.99874900,0.22956300,0.09601700,-0.04138100,-0.11213700,-0.12615900,0.84866500,1.07915100,-0.05633300,0.09471300,0.13478700
0.00393300,-0.02626500,0.78508100,0.01954700,-0.02285600,0.69807900,0.71538900,0.07421100,0.03730400,0.07851200,0.13859300,-0.17416700,-0.07069000,0.07018300,-0.00711800,0.00675100,0.16467600,-0.18047100,0.04496300,-0.00472400,-0.02383500,0.13468400,-0.05274200,0.16936500,-0.59831400,1.00276500,0.23021100,0.09609700,-0.04141400,-0.11101000,-0.12589000,0.84914600,1.07791900,-0.05701900,0.09565600,0.13442000
0.00482400,-0.02652900,0.78518300,0.01867200,-0.02184200,0.69953900,0.71401600,0.07080400,0.03794200,0.07443400,0.13690300,-0.17275900,-0.07349200,0.06810700,-0.00641000,0.00328800,0.16310400,-0.17902800,0.04406900,-0.00658300,-0.02506000,0.13210500,-0.05273100,0.16998300,-0.59809100,1.00632200,0.23281100,0.09816200,-0.04242800,-0.10959100,-0.12531300,0.84874200,1.07708700,-0.05540100,0.09606900,0.13462700
0.00582400,-0.02692000,0.78526900,0.01787900,-0.02150600,0.69988600,0.71370700,0.06841500,0.04038300,0.07327400,0.13655400,-0.17282800,-0.07588900,0.06581900,-0.00425400,0.00145700,0.16336800,-0.17841600,0.04046300,-0.00621300,-0.02541000,0.13179900,-0.05314600,0.17149000,-0.59745600,1.00848400,0.23377500,0.09906200,-0.04076700,-0.10982300,-0.12435300,0.84764600,1.07712600,-0.05294700,0.09647300,0.13525100
0.00699900,-0.02732100,0.78533700,0.01740900,-0.02134400,0.70044700,0.71317200,0.06755900,0.04247100,0.07093700,0.13435900,-0.17176300,-0.08071700,0.06480500,-0.00191200,0.00002600,0.16229100,-0.17712700,0.03839100,-0.00592400,-0.02625200,0.13274500,-0.05388800,0.17394200,-0.59681000,1.00991700,0.23415600,0.09846300,-0.04164200,-0.10996500,-0.12299700,0.84590000,1.07743000,-0.05413100,0.09497100,0.13614500
