-0.00060700,0.02501700,0.78556100,-0.03897300,-0.04461900,-0.71212100,0.69955300,0.12236400,0.01770600,0.10623500,0.18572000,-0.19461800,-0.01379700,0.08985900,-0.03735000,-0.14801300,0.22975200,-0.21409700,-0.01883200,-0.00401200,-0.01140000,0.20965500,-0.07284400,0.13886600,-0.56107700,1.17517200,-0.14542600,0.03282100,0.12473800,-0.11512000,-0.12971900,0.62331400,1.20219700,0.09212400,0.07816500,0.00188100
-0.00066400,0.02591900,0.78581400,-0.03668500,-0.04311800,-0.71297400,0.69890100,0.11605100,0.01683500,0.10843300,0.18330800,-0.18976700,-0.01429600,0.07749700,-0.03876900,-0.14600200,0.23847600,-0.21423000,-0.01904800,-0.00423100,-0.01201900,0.20592700,-0.07507000,0.13905100,-0.56315500,1.17487600,-0.14623700,0.03289700,0.12585200,-0.11526600,-0.12903100,0.61573400,1.19799700,0.09429300,0.07796600,0.00075000
-0.00077800,0.02757300,0.78632200,-0.03154100,-0.03955000,-0.71365200,0.69867100,0.10178700,0.01465400,0.10967200,0.17698200,-0.17695000,-0.01810700,0.05206200,-0.04202000,-0.14427100,0.25522300,-0.21403400,-0.01993200,-0.00474000,-0.01318300,0.19668700,-0.08201500,0.14130200,-0.58401500,1.16995300,-0.14659700,0.04225500,0.12872400,-0.10805700,-0.12747500,0.57785100,1.18358800,0.08105800,0.07840300,-0.00508700
-0.00076500,0.03059200,0.78656100,-0.02508300,-0.03263100,-0.71390100,0.69903600,0.05804800,0.01769800,0.10636600,0.21182600,-0.18031500,-0.02210100,0.01121300,-0.04301700,-0.14501400,0.28410900,-0.21167700,-0.02187600,-0.00974900,-0.01001900,0.18246700,-0.09751700,0.14955700,-0.65778700,1.15475900,-0.11210600,0.06539200,0.11475000,-0.08393700,-0.12163200,0.47963600,1.13903900,0.02769000,0.08987800,-0.01545600
-0.00121700,0.03479100,0.78661500,-0.01704400,-0.02658300,-0.71328300,0.70016400,0.00765700,0.01675900,0.09861800,0.25228100,-0.17955100,-0.02639500,-0.04119900,-0.04939800,-0.14777200,0.33178000,-0.21300500,-0.02478900,-0.01471700,-0.01101700,0.16726000,-0.11353400,0.16535000,-0.75266900,1.11388100,-0.06555700,0.08208500,0.10130600,-0.05055500,-0.11277400,0.37679100,1.06420200,-0.00154700,0.10005100,-0.02320100
-0.00221300,0.03969100,0.78685400,-0.01189000,-0.02260500,-0.71301100,0.70068700,-0.03586800,0.01798600,0.08874600,0.29303700,-0.17224000,-0.03744000,-0.09341200,-0.05424900,-0.14813000,0.39201800,-0.20810700,-0.02969600,-0.01793900,-0.01313800,0.15968000,-0.11131600,0.18610100,-0.78451400,1.04239900,-0.01237000,0.10814400,0.10069200,-0.02050000,-0.10831500,0.31924400,0.97874500,-0.01007600,0.09463600,-0.02318400
-0.00377700,0.04590200,0.78700400,-0.00708700,-0.01949400,-0.71033500,0.70355800,-0.08415000,0.01674500,0.07260200,0.33978600,-0.16095500,-0.04677200,-0.14661400,-0.06252900,-0.15543100,0.45673100,-0.19821600,-0.03428100,-0.02381700,-0.01604900,0.15507800,-0.09221700,0.21005200,-0.76571900,0.96148600,0.05176800,0.12493600,0.07336100,-0.00152600,-0.11158700,0.31047300,0.90405300,-0.01394300,0.08384300,-0.03671100
-0.00567100,0.05266900,0.78692600,-0.00416200,-0.01902700,-0.70505000,0.70889000,-0.12816600,0.01185100,0.05444800,0.38843600,-0.14550500,-0.05477700,-0.19090200,-0.07552700,-0.16886700,0.51934200,-0.18603200,-0.03628500,-0.03108100,-0.01945200,0.15895000,-0.05690200,0.23240700,-0.71367000,0.87973700,0.06109800,0.13522600,0.03941400,0.00557700,-0.12040900,0.32844200,0.84441500,-0.00084300,0.08146700,-0.05164700
-0.00803500,0.06027100,0.78624100,-0.00220000,-0.02030000,-0.69741100,0.71638100,-0.17070600,0.00188900,0.02902000,0.43637000,-0.12772400,-0.06200200,-0.23078300,-0.09366400,-0.18803700,0.58242700,-0.17405500,-0.03922400,-0.03371700,-0.02104500,0.16983500,-0.01698300,0.25021300,-0.65681900,0.80225800,0.05507100,0.13843000,0.00503600,0.00831400,-0.12869700,0.34382200,0.79480200,0.01059000,0.07908500,-0.05705400
-0.01036900,0.06927100,0.78471600,0.00010300,-0.02279900,-0.68893300,0.72446700,-0.21262100,-0.01263100,0.00648300,0.48124100,-0.10732300,-0.06656300,-0.26720400,-0.11603500,-0.20668000,0.63835400,-0.16574500,-0.04248400,-0.03019700,-0.02068900,0.18590400,0.01666100,0.26605700,-0.62577100,0.73432500,0.04706900,0.13065000,-0.01030000,0.00096700,-0.13537400,0.35099100,0.75915800,0.02787200,0.07355400,-0.04481800
-0.01317000,0.07966700,0.78184900,0.00564700,-0.02535900,-0.67591200,0.73652400,-0.26604400,-0.03878700,-0.02024100,0.53005200,-0.08476100,-0.06417900,-0.30336500,-0.14930000,-0.23037300,0.68742000,-0.16943800,-0.04243200,-0.02722200,-0.02182900,0.20368900,0.04478500,0.28363800,-0.61334500,0.67061800,0.04411300,0.11585300,-0.00803000,-0.01653500,-0.13987200,0.35290300,0.73225500,0.04872600,0.07006500,-0.03998100
-0.01626300,0.09120600,0.77667300,0.01090800,-0.02722000,-0.66015200,0.75056000,-0.32457800,-0.06955200,-0.05033100,0.58407800,-0.07557700,-0.05784200,-0.33623800,-0.18532500,-0.25885500,0.73270800,-0.18985900,-0.04210400,-0.02482200,-0.01929200,0.22422000,0.07380300,0.30505400,-0.60447900,0.61063900,0.00808900,0.09378100,-0.00953600,-0.04545300,-0.14545200,0.35562200,0.70778800,0.06775900,0.06768100,-0.03665900
-0.01967400,0.10332900,0.76821800,0.01389900,-0.02649100,-0.64599400,0.76275600,-0.37706400,-0.11233400,-0.12746400,0.63583600,-0.10589800,-0.07702800,-0.37183500,-0.21273700,-0.28430400,0.78098700,-0.22682400,-0.04692700,-0.01590800,-0.00823600,0.24260600,0.11224900,0.32857900,-0.58761200,0.55433300,-0.03525400,0.07782600,-0.00721000,-0.08331600,-0.15560800,0.35972700,0.68092000,0.07367200,0.06405700,-0.03423000
-0.02200900,0.11562700,0.75654000,0.01334900,-0.02903000,-0.63557900,0.77137400,-0.41232500,-0.14510000,-0.17101400,0.74494700,-0.18947700,-0.12672000,-0.41176700,-0.23864400,-0.29442900,0.85262100,-0.26996500,-0.05067000,-0.00529600,0.00422800,0.25995300,0.17410400,0.35337400,-0.55193600,0.49180900,-0.08931000,0.05975000,-0.01254000,-0.13593900,-0.17621800,0.38282200,0.65685300,0.06050000,0.05176200,-0.04583600
-0.02277700,0.12807200,0.74310100,0.01112100,-0.03596200,-0.63388000,0.77251500,-0.44390600,-0.10999200,-0.09259000,0.95454700,-0.28114700,-0.10622400,-0.46001200,-0.25847700,-0.27708400,0.94125600,-0.30400200,-0.04974100,0.00986900,0.01179800,0.27345100,0.26904400,0.37699800,-0.48791100,0.41333200,-0.10549800,0.05919000,-0.01938800,-0.20121100,-0.20486600,0.41956000,0.62407600,0.03583200,0.04973300,-0.05595100
-0.02233700,0.14019500,0.72983800,0.00217800,-0.04572800,-0.64021900,0.76682700,-0.42730900,-0.04831800,-0.03065300,1.17079000,-0.35121300,-0.07704600,-0.49220200,-0.25312900,-0.24168100,1.01048000,-0.32800400,-0.03815500,0.02470200,0.02350400,0.28508100,0.38572900,0.40076700,-0.41978800,0.32857000,-0.09267200,0.08764800,-0.01588200,-0.25395000,-0.23403600,0.45042500,0.55758800,-0.04372400,0.06311700,-0.06617000
-0.02120300,0.15174300,0.71931400,-0.00668200,-0.05587300,-0.64805200,0.75951500,-0.37179200,-0.01956700,-0.02767500,1.33623900,-0.36838600,-0.07436800,-0.50762700,-0.23859600,-0.20424800,1.04624300,-0.35240800,-0.02727000,0.03365700,0.02731000,0.28194700,0.52014000,0.43295700,-0.36366300,0.23033800,-0.01440800,0.09099800,-0.01716900,-0.25874800,-0.25910600,0.45552100,0.43611300,-0.13770400,0.08694100,-0.05435800
-0.01904500,0.16415800,0.71434100,-0.01008800,-0.06479600,-0.65376100,0.75385400,-0.29630000,-0.01407100,-0.04013800,1.42525600,-0.34011100,-0.09523900,-0.51773500,-0.23448400,-0.17631800,1.05077200,-0.35898800,-0.02649400,0.03592900,0.01751400,0.26218100,0.65383900,0.47646900,-0.31394700,0.10058600,0.03581300,0.08061400,-0.05538900,-0.21410300,-0.28681700,0.45057000,0.27383500,-0.16672800,0.11438700,-0.03419300
-0.01586200,0.17938700,0.71700600,-0.01159400,-0.07148900,-0.65693500,0.75046100,-0.21211900,-0.02214100,-0.06257200,1.43816000,-0.34098800,-0.10095400,-0.51460400,-0.23355800,-0.15811200,1.00920900,-0.32870700,-0.02553900,0.03082200,0.00352700,0.24054100,0.75265100,0.51760000,-0.27600300,-0.02620000,0.01979500,0.07028000,-0.07899800,-0.12670800,-0.32157600,0.44199500,0.09177100,-0.15101400,0.13506800,-0.02058000
-0.01186300,0.19826600,0.72821700,-0.01388600,-0.07696600,-0.65851800,0.74849000,-0.12734700,-0.03634300,-0.08584800,1.38279300,-0.33184200,-0.08972800,-0.48690100,-0.23103800,-0.14996600,0.90899600,-0.24973700,-0.01929900,0.01505700,-0.01195100,0.22461900,0.79004500,0.54372400,-0.26390600,-0.11238000,-0.03302900,0.06702600,-0.07778700,-0.00938600,-0.35763500,0.42657500,-0.09993500,-0.21366200,0.17429200,0.01218200
-0.00708300,0.22103000,0.74652500,-0.01271300,-0.08396600,-0.66058400,0.74593300,-0.04958500,-0.05498300,-0.08778000,1.26538900,-0.26664000,-0.06956400,-0.43560100,-0.23208800,-0.14137600,0.74317500,-0.12087200,-0.00632800,-0.00817000,-0.03648100,0.21317900,0.74812200,0.54765000,-0.29607900,-0.12781500,-0.06398300,0.05807400,-0.03999300,0.11573200,-0.38159700,0.40846200,-0.25347900,-0.27730800,0.17352900,0.03116700
-0.00158000,0.24784700,0.76688600,-0.00680000,-0.09080900,-0.66546800,0.74085100,0.01859800,-0.07848900,-0.06685000,1.09913200,-0.20558000,-0.07846200,-0.39429200,-0.23718800,-0.12447800,0.55801800,0.08399100,0.01721600,-0.03899200,-0.06863600,0.20057600,0.64279200,0.52633300,-0.35662900,-0.08663900,-0.05007700,0.08564200,-0.03995100,0.21271100,-0.38299700,0.40500200,-0.33527800,-0.31184500,0.16247100,0.00781700
