10.03230900,2.06057900,0.35010400,0.00167500,0.00656700,0.10703996,0.99423162,-0.00022000,0.84242700,-1.79445700,0.02708100,0.71399400,-1.41671100,0.03490200,0.69543900,-1.33639600,0.01048100,0.83169600,-1.79174200
10.01897300,2.06782500,0.35108900,0.00026900,0.00531500,0.10706904,0.99423735,0.02434600,0.90250000,-1.86022100,0.00134300,0.66909700,-1.39103400,0.00996500,0.67618100,-1.35707900,0.03386700,0.90716500,-1.88862400
10.00540500,2.07480200,0.35179400,-0.00069800,0.00541000,0.10669597,0.99427673,0.04832200,0.89001000,-1.76800200,-0.02408600,0.62160500,-1.36606100,-0.01614700,0.65000400,-1.37112000,0.05261700,0.90747700,-1.82304400
9.99117800,2.08188200,0.35178800,-0.00170700,0.00599600,0.10612997,0.99433272,0.07074600,0.83006200,-1.57537700,-0.04975700,0.57153100,-1.34054800,-0.04326400,0.62017300,-1.38409500,0.07104600,0.86172100,-1.65851900
9.97616200,2.08922400,0.35137900,-0.00254700,0.00637800,0.10555805,0.99438943,0.09217700,0.76124600,-1.36464400,-0.07674600,0.51727900,-1.30871700,-0.07213500,0.58706800,-1.39509100,0.09263700,0.81187900,-1.48568900
9.96047300,2.09622500,0.35295600,0.00040200,-0.00102800,0.10357302,0.99462124,0.10404900,0.72969500,-1.26736900,-0.09599700,0.47788600,-1.26987100,-0.09975800,0.57684500,-1.41824200,0.10793100,0.80643300,-1.41300700
9.94676800,2.10202500,0.35426600,0.00043500,-0.00740900,0.10069596,0.99488956,0.08361900,0.70995700,-1.26422800,-0.06367300,0.56838600,-1.41637100,-0.07383900,0.65517800,-1.54169100,0.08509200,0.78752100,-1.41640500
9.93337600,2.10839700,0.35350700,-0.00111800,-0.00566200,0.09875005,0.99509553,0.06446600,0.69438800,-1.29691600,-0.03809400,0.70450200,-1.65948400,-0.04700200,0.77501100,-1.73201100,0.05996000,0.74367700,-1.40717000
9.92196500,2.11389100,0.35261300,-0.00148200,-0.00308400,0.09778200,0.99520198,0.04528700,0.67970800,-1.32808200,-0.01612800,0.81270300,-1.83386400,-0.02254600,0.86543300,-1.85738000,0.03734700,0.70230600,-1.39453500
9.91139200,2.11893300,0.35198200,-0.00121000,-0.00103900,0.09728602,0.99525519,0.02573000,0.66359400,-1.35291100,0.00366800,0.85901200,-1.86383500,0.00327300,0.89241300,-1.84406700,0.01596500,0.66366600,-1.37995000
9.90139500,2.12380600,0.35139800,-0.00075000,0.00030600,0.09699000,0.99528503,0.00609600,0.64716500,-1.37316200,0.02307600,0.84607300,-1.75641800,0.02949500,0.85493800,-1.68988500,-0.00461500,0.62794600,-1.36471900
9.89171200,2.12888000,0.35070200,-0.00058100,0.00115800,0.09659400,0.99532302,-0.01349300,0.63084100,-1.39089900,0.04403800,0.80871300,-1.59262300,0.05392800,0.78727100,-1.47207900,-0.02501200,0.59326400,-1.34771200
9.88200500,2.13446600,0.35054900,0.00011400,0.00222400,0.09609101,0.99537006,-0.03576700,0.61092800,-1.40265900,0.06778600,0.79210300,-1.46956000,0.07459300,0.73586900,-1.30146700,-0.04789000,0.55427100,-1.32217600
9.87353500,2.13887500,0.35228300,0.00547500,0.01158700,0.09926198,0.99497881,-0.02699200,0.64148900,-1.46142600,0.06220200,0.75870900,-1.44119900,0.06445400,0.68798600,-1.26780300,-0.03505500,0.59199300,-1.38624500
9.86406700,2.14399700,0.35270500,0.00451900,0.01311900,0.10201501,0.99468609,0.00033400,0.74521200,-1.62198000,0.04064700,0.72523500,-1.42831400,0.05045100,0.66483100,-1.27632400,-0.00848300,0.71181400,-1.58260100
9.85299400,2.14972300,0.35329400,0.00191900,0.01057499,0.10332595,0.99458948,0.02094900,0.84649700,-1.77959100,0.02175100,0.68932100,-1.40428600,0.03593900,0.65404100,-1.29985200,0.01236300,0.82943600,-1.77463800
9.84056800,2.15569200,0.35394400,-0.00005900,0.00821600,0.10369700,0.99457500,0.04023100,0.90313000,-1.83882400,0.00145400,0.64830700,-1.37801000,0.01733300,0.63912000,-1.32200100,0.03053300,0.90118100,-1.86365100
