6.01689500,1.75598200,0.35042500,-0.00053800,0.00425300,0.09967498,0.99501081,0.03061100,0.58631800,-1.36545000,-0.04090300,0.88418900,-1.69825700,-0.03216300,0.90801100,-1.70906900,0.02490600,0.59731300,-1.38150400
5.99901700,1.75018500,0.35001500,0.00090500,0.00474300,0.09977097,0.99499871,0.03361900,0.52436300,-1.34928200,-0.03934600,0.85044400,-1.50876000,-0.02672700,0.86505900,-1.50395300,0.02820000,0.53871100,-1.37291600
5.98028000,1.74414800,0.34980600,0.00233600,0.00291600,0.09996301,0.99498414,0.03694800,0.45582300,-1.31439200,-0.03591700,0.84197000,-1.36731800,-0.02352500,0.85220900,-1.35823600,0.03232700,0.48037100,-1.36079300
5.96201100,1.73804000,0.34939500,0.00728000,0.00170500,0.09958599,0.99500087,0.03557900,0.53018400,-1.40821200,-0.03081000,0.81940800,-1.35834200,-0.02592500,0.82950600,-1.36870900,0.03903800,0.56515400,-1.48321200
5.94483600,1.73386700,0.34915200,0.00667500,0.00295900,0.09977601,0.99498313,0.03488000,0.66479700,-1.60726700,-0.02911300,0.77757800,-1.37637500,-0.02326600,0.78306300,-1.37945200,0.04191200,0.69854500,-1.66790300
5.92589100,1.73084300,0.34982200,0.00448400,0.00362400,0.10058003,0.99491227,0.03387100,0.79612300,-1.79106200,-0.02860700,0.72681000,-1.38015600,-0.02065200,0.73122900,-1.38350700,0.04199100,0.82769000,-1.83510400
5.90776800,1.72884400,0.35060300,0.00205200,0.00418900,0.10079503,0.99489628,0.03099100,0.88079100,-1.86310800,-0.02935700,0.66883800,-1.37576400,-0.02123300,0.67525500,-1.38294100,0.04108200,0.91122800,-1.89151000
5.88950700,1.72730100,0.35114500,-0.00010300,0.00487400,0.09923699,0.99505188,0.02640700,0.89032700,-1.77603700,-0.02943000,0.60943600,-1.36719800,-0.02528800,0.62107900,-1.37891600,0.03941300,0.91925500,-1.78764400
5.87105900,1.72591800,0.35106400,-0.00146000,0.00534400,0.09665802,0.99530223,0.01999900,0.86007000,-1.60052400,-0.02987200,0.54771700,-1.35532500,-0.03188800,0.56680500,-1.37343500,0.03839300,0.88611500,-1.59436500
5.85201500,1.72445200,0.35082600,-0.00171000,0.00533000,0.09298002,0.99565224,0.00490200,0.83133800,-1.42846500,-0.03018300,0.48032200,-1.33519900,-0.04119600,0.51000700,-1.36292300,0.04426000,0.85740000,-1.40314100
5.83260800,1.72312200,0.35199600,-0.00292100,0.00177400,0.08730399,0.99617586,-0.00552100,0.82031800,-1.36234000,-0.02907500,0.45499800,-1.32591000,-0.04877900,0.50112400,-1.38598700,0.04511000,0.85116600,-1.35526500
5.81412800,1.72095800,0.35256800,-0.00429000,0.00069900,0.08026799,0.99676384,0.00163200,0.77763600,-1.36358100,-0.03662000,0.58684900,-1.49480700,-0.04822700,0.62398700,-1.56099700,0.03537900,0.80272200,-1.36708700
5.79612900,1.71749400,0.35259100,-0.00468600,0.00072900,0.07270096,0.99734251,0.01230400,0.73517600,-1.36447100,-0.04676600,0.72563300,-1.68716300,-0.04622400,0.75203300,-1.75169400,0.02807700,0.75091200,-1.37346700
5.77835800,1.71307200,0.35254300,-0.00480500,0.00091000,0.06402701,0.99793618,0.02771400,0.68565900,-1.35948500,-0.05941500,0.84829800,-1.82229800,-0.04190000,0.85996900,-1.88662300,0.02347900,0.69035300,-1.37505000
5.76050900,1.70815900,0.35239900,-0.00408800,0.00143000,0.05556000,0.99844596,0.04368900,0.63486200,-1.34830200,-0.07156900,0.89865500,-1.79882800,-0.03242100,0.89224800,-1.86195000,0.02022500,0.62818300,-1.37052000
5.74244400,1.70307700,0.35189300,-0.00239200,0.00220600,0.04648898,0.99891350,0.06035700,0.58134300,-1.33140800,-0.08249500,0.89364000,-1.64573200,-0.01910400,0.86259500,-1.70711400,0.01632300,0.56143300,-1.36037700
5.72378100,1.69800200,0.35107000,0.00058900,0.00310100,0.03579001,0.99935435,0.07809900,0.52401300,-1.30597100,-0.09164600,0.86821300,-1.43748900,-0.00381800,0.80389600,-1.49823200,0.01002700,0.48736700,-1.34231200
5.70404100,1.69294000,0.35058700,0.00465600,0.00238700,0.02401000,0.99969803,0.09647400,0.45923700,-1.26055100,-0.10253600,0.86335200,-1.26033600,0.01034100,0.77145500,-1.34926200,0.00344200,0.40837500,-1.31465700
